AddressLine,StateCode,City,Zipcode,PropertyPrice,BedRooms,BathRooms,Property_Sqft,School_rating,Garage,YearBuilt,TimeOnRedfin,PropertyType,PropertyStyle,PropertyCommunity,TimeOnRedfin_Days
3950 Vineyard Ave,CA,Pleasanton,94566,1725000.0,3.0,2.0,1700.0,8,Yes,1921,31 days,Single Family Residential,Craftsman,DOWN TOWN,31.0
673 Palomino Dr Unit C,CA,Pleasanton,94566,774000.0,2.0,2.0,1198.0,7,Yes,1985,32 days,Townhouse,Contemporary,OAK TREE VILLAS,32.0
219 Rachael Pl,CA,Pleasanton,94566,990000.0,3.0,2.5,1446.0,7,Yes,1989,34 days,Condo,Contemporary,COUNTRY ROADS,34.0
843 Division St Unit B,CA,Pleasanton,94566,530000.0,2.0,1.5,948.0,8,No,1959,24 days,Condo,Contemporary,DOWNTOWN AREA,24.0
7835 Canyon Meadow Cir Unit B,CA,Pleasanton,94588,715000.0,3.0,2.0,1257.0,7,Yes,1991,53 days,Condo,Contemporary,CANYON MEADOWS,53.0
5132 Springdale Ave,CA,Pleasanton,94588,1335000.0,3.0,2.0,1679.0,7,Yes,1969,6 days,Single Family Residential,"Contemporary, Ranch",STONERIDGE AREA,6.0
3128 Persimmon Cir,CA,Pleasanton,94588,1799888.0,4.0,2.5,2192.0,7,Yes,1999,26 days,Single Family Residential,Contemporary,STONERIDGE PLACE,26.0
265 Kottinger Dr,CA,Pleasanton,94566,2199999.0,4.0,3.0,2284.0,8,Yes,1977,61 days,Single Family Residential,Ranch,DOWNTOWN PLEAS.,61.0
2163 Shadow Creek Ct,CA,Pleasanton,94566,3863375.0,5.0,5.5,4035.0,7,Yes,2023,54 days,Single Family Residential,Contemporary,Diamond Canyon,54.0
7859 Medinah Ct,CA,Pleasanton,94588,1825000.0,3.0,2.5,2520.0,7,Yes,1994,23 hours,Single Family Residential,Ranch,GOLDEN EAGLE LUX,0.9583333333333334
5565 Black Ave,CA,Pleasanton,94566,1598000.0,4.0,2.5,2124.0,7,Yes,1969,4 days,Single Family Residential,Traditional,PLEASANTON VALLY,4.0
1333 Montrose Pl,CA,Pleasanton,94566,8998000.0,7.0,6.0,6535.0,7,Yes,2006,54 days,Single Family Residential,Craftsman,BORDEAUX ESTATES,54.0
218 Tomas Way,CA,Pleasanton,94566,1275000.0,3.0,2.0,1588.0,7,Yes,1984,10 days,Single Family Residential,Contemporary,OAK PARK,10.0
7400 Johnston Rd,CA,Pleasanton,94588,4100000.0,4.0,6.5,7500.0,8,Yes,1996,434 days,Single Family Residential,Mediterranean,DANVILLE,434.0
645 Oak Cir,CA,Pleasanton,94566,1724000.0,4.0,3.0,2636.0,8,Yes,1962,68 days,Single Family Residential,Contemporary,DOWNTOWN AREA,68.0
3863 Saratoga Way,CA,Pleasanton,94588,769000.0,3.0,1.5,1242.0,7,No,1977,34 days,Townhouse,Contemporary,FAIRLANDS,34.0
402 Arlington Ct,CA,Pleasanton,94566,1900000.0,4.0,3.5,2954.0,7,Yes,1969,29 days,Single Family Residential,Contemporary,ROSE POINTE,29.0
4050 Rennellwood Way,CA,Pleasanton,94566,1249000.0,3.0,2.5,1614.0,7,Yes,1976,4 days,Single Family Home,Contemporary,PLEASANTON,4.0
4016 Windsor Way,CA,Pleasanton,94568,1180000.0,3.0,3.5,1962.0,9,Yes,2017,172 days,Condo,Contemporary,WALLISRANCH,172.0
1642 Orvieto Ct,CA,Pleasanton,94566,4500000.0,5.0,5.5,5300.0,8,Yes,1997,6 days,Single Family Home,Contemporary,PLEASANTON,6.0
3409 Zenith Ave,CA,Pleasanton,94568,1150000.0,3.0,3.5,1766.0,9,Yes,2019,1 hour,Condo,Contemporary,DUBLIN,0.041666666666666664
7285 Hickorywood Ln,CA,Pleasanton,94566,2295000.0,6.0,5.0,3547.0,7,Yes,2004,19 days,Single Family Residential,Contemporary,CARLTON OAKS,19.0
4317 Chapman Way,CA,Pleasanton,94588,1390000.0,3.0,2.0,1434.0,7,Yes,1969,12 days,Single Family Residential,"Contemporary, Ranch, Traditional",VALLE VISTA,12.0
1159 Wenig Ct,CA,Pleasanton,94566,2388000.0,5.0,4.5,3067.0,7,Yes,2006,20 days,Single Family Residential,Traditional,VILLAGES AT IRONWOOD,20.0
3238 W Las Positas Blvd,CA,Pleasanton,94588,1175000.0,3.0,2.5,1473.0,7,Yes,1993,3 days,Townhouse,Contemporary,ALAMEDA,3.0
809 Montevino Dr,CA,Pleasanton,94566,2750000.0,5.0,3.0,3292.0,7,Yes,1990,5 days,Single Family Residential,Contemporary,VINTAGE HILLS,5.0
434 Rose Ave,CA,Pleasanton,94566,2799000.0,6.0,6.5,3648.0,8,Yes,2017,60 days,Single Family Residential,Traditional,DOWNTOWN PLEAS.,60.0
777 Happy Valley Rd,CA,Pleasanton,94566,5500000.0,4.0,5.0,3455.0,7,Yes,1977,126 days,Single Family Residential,"Custom, Ranch, Traditional",PLEASANTON,126.0
1655 Orvieto Ct,CA,Pleasanton,94566,3875000.0,4.0,3.5,4500.0,8,Yes,1999,26 days,Single Family Residential,Mediterranean,RUBY HILL,26.0
4306 1st St,CA,Pleasanton,94566,1000000.0,3.0,2.0,1271.0,8,Yes,1890,12 days,Single Family Residential,Bungalow,DOWNTOWN,12.0
7686 Maywood Dr,CA,Pleasanton,94588,2168900.0,4.0,3.0,2960.0,7,Yes,1989,5 days,Single Family Residential,Traditional,FOREST HILLS,5.0
9767 Santos Ranch Rd,CA,Pleasanton,94588,7950000.0,5.0,5.5,6500.0,7,Yes,2010,201 days,Single Family Residential,"Custom, Traditional",SANTOS RANCH,201.0
2004-2006 W Lagoon Rd,CA,Pleasanton,94566,2650000.0,6.0,5.0,3547.0,7,Yes,2004,126 days,Single Family Home,Contemporary,PLEASANTON,126.0
25 Colby Ct,CA,Pleasanton,94566,1488888.0,3.0,2.5,1789.0,8,Yes,1999,19 days,Single Family Residential,Contemporary,TOWN SQUARE,19.0
2398 Bay Meadows Cir,CA,Pleasanton,94566,1249000.0,3.0,2.0,1421.0,7,Yes,1979,8 days,Townhouse,"Brown Shingle, Contemporary",NORTHWAY DOWNS,8.0
4504 Muirwood Dr,CA,Pleasanton,94588,1550000.0,4.0,2.0,2200.0,7,Yes,1966,10 days,Single Family Residential,Ranch,HIGHLAND OAKS,10.0
6443 Arlington Dr,CA,Pleasanton,94566,1699000.0,4.0,2.5,2332.0,7,Yes,1975,30 hours,Single Family Home,Ranch,PLEASANTON,1.25
827 Bonde Ct,CA,Pleasanton,94566,1850000.0,4.0,2.5,2162.0,8,Yes,1964,69 days,Single Family Residential,Custom,PLEASANTON HGTS,69.0
5693 Ellis Ct,CA,Pleasanton,94566,3750000.0,5.0,5.5,4974.0,7,Yes,2005,3 days,Single Family Residential,Mediterranean,SYCAMORE HEIGHTS,3.0
4462 Bacon Ct,CA,Pleasanton,94588,1399000.0,4.0,2.0,1822.0,7,Yes,1968,26 hours,Single Family Residential,Ranch,VAL VISTA,1.0833333333333333
391 Oak Ln,CA,Pleasanton,94566,2500000.0,4.0,3.0,3723.0,7,Yes,1978,88 days,Single Family Residential,"Custom, Mid Century Modern",CASTLEWOOD,88.0
2732 Maria St,CA,Pleasanton,94588,1700000.0,4.0,2.5,1974.0,7,Yes,2000,27 days,Single Family Residential,Contemporary,STONERIDGE SQUAR,27.0
5248 Arrezzo St,CA,Pleasanton,94588,1298000.0,3.0,2.5,1482.0,7,Yes,1997,4 days,Single Family Residential,Traditional,AVILA AT HACIEND,4.0
3237 Northampton Ct,CA,Pleasanton,94588,1748000.0,3.0,2.0,1767.0,7,Yes,1968,6 days,Single Family Home,Contemporary,PLEASANTON,6.0
2157 Shadow Creek Ct,CA,Pleasanton,94566,3799995.0,5.0,5.5,4340.0,7,Yes,2023,74 days,Single Family Residential,Mediterranean,PLEASANTON,74.0
4017 Stanley Blvd,CA,Pleasanton,94566,1799995.0,4.0,3.0,2057.0,7,No,1915,5 days,Single Family Residential,Contemporary,PLEASANTON,5.0
16159 Loretta Ln,CA,San-Jose,95032,928000.0,2.0,2.5,1334.0,9,Yes,1980,5 days,Townhouse,Contemporary,LOS GATOS,5.0
4189 Kingspark Dr,CA,San-Jose,95136,1338888.0,4.0,3.0,1793.0,4,Yes,1971,11 days,Single Family Home,Contemporary,SAN JOSE,11.0
17 Deer Run Cir,CA,San-Jose,95136,880888.0,2.0,2.5,1196.0,5,Yes,1988,17 days,Townhouse,Contemporary,SAN JOSE,17.0
3201 Vineyard Park Way,CA,San-Jose,95135,1288000.0,3.0,2.5,1628.0,9,Yes,2000,7 days,Townhouse,Contemporary,SAN JOSE,7.0
5079 Ella Ct,CA,San-Jose,95111,987777.0,3.0,2.0,1125.0,6,Yes,1962,22 days,Single Family Home,Contemporary,SAN JOSE,22.0
2115 Vincenzo Walkway,CA,San-Jose,95133,1289999.0,4.0,4.0,1722.0,7,Yes,2014,11 days,Townhouse,Contemporary,SAN JOSE,11.0
2151 Oakland Rd #3,CA,San-Jose,95131,349950.0,3.0,2.0,1596.0,7,No,2004,6 days,Double-Wide Mobile Home,Contemporary,SAN JOSE,6.0
6170 De Palma Ct,CA,San-Jose,95120,2300000.0,5.0,2.5,2703.0,9,Yes,1981,10 days,Single Family Home,Contemporary,SAN JOSE,10.0
556 King George Ave,CA,San-Jose,95136,1050000.0,3.0,3.5,1690.0,4,Yes,2000,2 days,Townhouse,Contemporary,COMMUNICATIONS HILL,2.0
1032 Abruzzo Ln #3,CA,San-Jose,95131,998000.0,2.0,2.0,1371.0,7,Yes,2017,4 days,Townhouse,Contemporary,SAN JOSE,4.0
872 E Saint James St,CA,San-Jose,95112,1249950.0,3.0,2.0,1713.0,5,Yes,1930,13 days,Single Family Home,Contemporary,SAN JOSE,13.0
1384 Keenan Way,CA,San-Jose,95125,925000.0,2.0,2.5,1224.0,6,Yes,1985,7 days,Townhouse,Contemporary,SAN JOSE,7.0
1425 Saint Francis Dr,CA,San-Jose,95125,1998000.0,4.0,2.5,2234.0,6,Yes,1953,3 days,Single Family Home,Contemporary,SAN JOSE,3.0
924 Oakdell Pl,CA,San-Jose,95117,1998888.0,3.0,2.0,1712.0,6,Yes,1960,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
8099 Cabernet Ct,CA,San-Jose,95135,938000.0,2.0,2.0,1803.0,9,Yes,1978,6 days,Condo,Contemporary,SAN JOSE,6.0
2411 Falk Ct,CA,San-Jose,95116,698000.0,2.0,2.0,1091.0,7,Yes,2003,4 days,Townhouse,Contemporary,SAN JOSE,4.0
1809 LA Porte Ave,CA,San-Jose,95122,1150000.0,3.0,2.0,1292.0,4,Yes,1959,4 days,Single Family Residential,Ranch,HILLVIEW,4.0
4274 Colombo Dr,CA,San-Jose,95130,1930000.0,3.0,2.0,1505.0,7,Yes,1960,21 days,Single Family Residential,Contemporary,W.SAN JOSE,21.0
5978 Shawcroft Dr,CA,San-Jose,95123,1299000.0,3.0,2.0,1223.0,8,Yes,1971,12 days,Single Family Home,Ranch,SAN JOSE,12.0
343 Sunpark Ln,CA,San-Jose,95136,1388000.0,4.0,2.0,1581.0,4,Yes,1971,11 days,Single Family Home,Contemporary,SAN JOSE,11.0
51 Muirfield Ct,CA,San-Jose,95116,595000.0,3.0,1.5,1198.0,4,Yes,1982,12 days,Townhouse,Contemporary,SAN JOSE,12.0
825 N 17th St,CA,San-Jose,95112,720000.0,2.0,1.0,780.0,5,Yes,1953,14 days,Single Family Home,Contemporary,SAN JOSE,14.0
1030 Drexel Way,CA,San-Jose,95121,1095000.0,3.0,2.0,1452.0,6,Yes,1967,20 hours,Single Family Home,Contemporary,SAN JOSE,0.8333333333333334
818 N 13th St,CA,San-Jose,95112,1118000.0,3.0,1.0,1316.0,5,Yes,1910,15 days,Single Family Home,Contemporary,SAN JOSE,15.0
8318 Chianti Ct,CA,San-Jose,95135,1598888.0,3.0,2.5,2201.0,9,Yes,1979,5 days,Single Family Home,Mediterranean,SAN JOSE,5.0
13080 Haga Dr,CA,San-Jose,95111,849000.0,2.0,1.0,1410.0,4,Yes,1951,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
4991 Ponderosa Ter,CA,San-Jose,95008,985000.0,3.0,1.5,1176.0,9,No,1973,6 days,Townhouse,Contemporary,CAMPBELL,6.0
2100 La Terrace Cir,CA,San-Jose,95123,523000.0,1.0,1.0,543.0,6,No,1985,12 days,Condo,Contemporary,SAN JOSE,12.0
1555 Mission Springs Cir,CA,San-Jose,95131,1600000.0,4.0,2.5,1768.0,7,Yes,1997,21 days,Single Family Residential,Contemporary,San Jose,21.0
2774 Stacia Dr,CA,San-Jose,95124,1999000.0,3.0,2.5,2002.0,7,Yes,1960,6 hours,Single Family Home,Traditional,SAN JOSE,0.25
1251 Malone Rd,CA,San-Jose,95125,1698000.0,3.0,2.0,1408.0,7,Yes,1947,5 days,Single Family Home,"Ranch, Traditional",SAN JOSE,5.0
6022 Jacques Dr,CA,San-Jose,95123,1598888.0,4.0,2.0,1321.0,8,Yes,1971,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
88 Donna Adelle Ct,CA,San-Jose,95127,1599800.0,4.0,2.5,2234.0,4,Yes,2005,14 days,Single Family Home,"Craftsman, Custom",SAN JOSE,14.0
8371 Riesling Way,CA,San-Jose,95135,698888.0,2.0,2.0,1370.0,9,Yes,1978,10 days,Condo,Contemporary,SAN JOSE,10.0
1648 Tierra Buena Dr,CA,San-Jose,95121,950000.0,3.0,2.0,1204.0,6,Yes,1963,14 days,Single Family Home,Contemporary,SAN JOSE,14.0
1538 Denali Way,CA,San-Jose,95122,999998.0,4.0,2.0,1139.0,5,Yes,1978,6 days,Single Family Home,Contemporary,SAN JOSE,6.0
195 Blossom Hill Rd #161,CA,San-Jose,95123,369500.0,3.0,2.0,1512.0,6,No,2015,18 days,Double-Wide Mobile Home,Contemporary,SAN JOSE,18.0
1690 Cedarcreek Dr,CA,San-Jose,95121,849900.0,3.0,2.5,1360.0,8,Yes,1979,19 days,Condo,Contemporary,SAN JOSE,19.0
423 N 2nd St #136,CA,San-Jose,95112,578000.0,1.0,1.0,730.0,5,Yes,1994,14 days,Condo,Contemporary,SAN JOSE,14.0
529 Columbia Ave,CA,San-Jose,95126,999800.0,4.0,1.0,1716.0,6,Yes,1910,14 days,Single Family Home,Other (See Remarks),SAN JOSE,14.0
847 Berryessa Rd,CA,San-Jose,95112,890000.0,4.0,4.0,1660.0,5,Yes,2009,13 days,Townhouse,Contemporary,SAN JOSE,13.0
860 Georgetown Pl,CA,San-Jose,95126,1268888.0,3.0,2.5,1859.0,6,Yes,2003,7 days,Townhouse,Contemporary,SAN JOSE,7.0
297 Sumba Ct,CA,San-Jose,95123,675000.0,2.0,2.0,1122.0,8,Yes,1985,10 days,Condo,Contemporary,SAN JOSE,10.0
3479 Nova Scotia Ave,CA,San-Jose,95124,1399000.0,3.0,2.5,1820.0,9,Yes,1979,21 days,Single Family Home,Contemporary,SAN JOSE,21.0
1673 Whitwood Ln,CA,San-Jose,95008,2795000.0,6.0,6.0,3300.0,7,Yes,1962,3 hours,Fourplex,Contemporary,CAMPBELL,0.125
2988 Grassina St #219,CA,San-Jose,95136,948888.0,3.0,2.0,1405.0,4,Yes,2006,20 days,Condo,Contemporary,SAN JOSE,20.0
3593 S Bascom Ave #20,CA,San-Jose,95008,575000.0,1.0,1.0,742.0,9,Yes,1984,19 days,Condo,Contemporary,CAMPBELL,19.0
547 Richmond Ave,CA,San-Jose,95128,1399000.0,4.0,3.0,1789.0,6,Yes,1949,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
2279 MAXIMILIAN Dr,CA,San-Jose,95008,1749000.0,4.0,2.0,1486.0,8,Yes,1962,10 days,Single Family Home,Contemporary,CAMPBELL,10.0
2223 Summereve Ct,CA,San-Jose,95122,538888.0,2.0,1.0,953.0,6,Yes,1985,2 days,Condo,Contemporary,SAN JOSE,2.0
275 Burnett Ave #171,CA,San-Jose,95037,279000.0,2.0,2.0,1680.0,8,No,1977,10 days,Triple-Wide Mobile Home,Contemporary,MORGAN HILL,10.0
1812 Dry Creek Rd,CA,San-Jose,95124,3100000.0,4.0,2.5,2754.0,9,Yes,1977,16 days,Single Family Home,Contemporary,SAN JOSE,16.0
915 Coleman Ave,CA,San-Jose,95110,1299000.0,4.0,3.0,1845.0,6,Yes,1935,11 days,Single Family Home,Contemporary,SAN JOSE,11.0
856 Nevada Ave,CA,San-Jose,95125,1799000.0,3.0,2.0,1584.0,7,Yes,1931,5 days,Single Family Home,Mediterranean,SAN JOSE,5.0
1145 Miller Ave,CA,San-Jose,95129,2798000.0,5.0,3.5,2261.0,9,Yes,1959,19 days,Single Family Home,Traditional,SAN JOSE,19.0
3152 Heather Ridge Dr,CA,San-Jose,95136,799900.0,1.0,1.0,1012.0,4,Yes,1989,5 days,Condo,Contemporary,SOUTH SAN JOSE,5.0
7690 Galloway Dr,CA,San-Jose,95135,879900.0,2.0,2.0,1509.0,9,Yes,1989,3 days,Condo,Contemporary,SAN JOSE,3.0
447 E Saint John St,CA,San-Jose,95112,1025000.0,5.0,4.0,2003.0,5,No,1900,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
852 Buchser Way,CA,San-Jose,95125,1699950.0,3.0,2.0,1451.0,7,Yes,1971,11 hours,Single Family Home,Contemporary,SAN JOSE,0.4583333333333333
5941 Moraga Ave,CA,San-Jose,95123,1090000.0,3.0,2.0,1072.0,6,Yes,1971,2 hours,Single Family Home,Contemporary,SAN JOSE,0.08333333333333333
5645 Rotterdam Ln,CA,San-Jose,95118,1399000.0,3.0,2.0,1189.0,9,Yes,1960,19 hours,Single Family Home,"Craftsman, Modern/High Tech",SAN JOSE,0.7916666666666666
1734 Braddock Ct,CA,San-Jose,95125,668000.0,2.0,1.0,865.0,6,No,1984,10 days,Condo,Contemporary,SAN JOSE,10.0
937 Catkin Ct,CA,San-Jose,95128,599999.0,2.0,2.0,922.0,6,Yes,1988,10 days,Condo,Contemporary,SAN JOSE,10.0
924 Ferngrove Dr,CA,San-Jose,95014,2998000.0,5.0,3.0,2064.0,9,Yes,1960,12 days,Single Family Home,"Contemporary, Eichler, Modern/High Tech",CUPERTINO,12.0
2451 Cory Ave,CA,San-Jose,95128,899999.0,3.0,1.0,1040.0,6,Yes,1950,17 days,Single Family Home,Contemporary,SAN JOSE,17.0
677 New Compton Dr,CA,San-Jose,95136,1549000.0,5.0,3.0,2533.0,6,Yes,1976,11 days,Single Family Home,Contemporary,SAN JOSE,11.0
2859 S Bascom Ave #305,CA,San-Jose,95008,695000.0,2.0,2.0,841.0,9,Yes,1984,19 days,Condo,Contemporary,CAMPBELL,19.0
3145 Dorcich St,CA,San-Jose,95050,2488000.0,5.0,3.0,2487.0,6,Yes,1955,10 days,Single Family Home,Custom,SANTA CLARA,10.0
1313 Auzerais Ave,CA,San-Jose,95126,998000.0,3.0,2.5,1512.0,6,Yes,2002,12 days,Townhouse,Contemporary,SAN JOSE,12.0
46 Raindance Ct,CA,San-Jose,95136,950000.0,3.0,2.5,1452.0,5,Yes,1988,19 days,Townhouse,Contemporary,SAN JOSE,19.0
2151 Oakland Rd #28,CA,San-Jose,95131,260000.0,3.0,2.0,1440.0,7,No,1972,12 days,Double-Wide Mobile Home,Contemporary,SAN JOSE,12.0
2929 Kring Dr,CA,San-Jose,95125,1875000.0,3.0,2.0,1824.0,7,Yes,1954,6 days,Single Family Home,Contemporary,SAN JOSE,6.0
4608 Capay Dr #2,CA,San-Jose,95118,655000.0,2.0,1.0,810.0,6,Yes,1970,3 days,Condo,Contemporary,SAN JOSE,3.0
7175 Glenview Dr,CA,San-Jose,95120,4699000.0,5.0,4.5,5558.0,8,Yes,2003,13 days,Single Family Residential,Contemporary,ALMADEN VALLEY,13.0
3178 Williamsburg Dr,CA,San-Jose,95117,1650000.0,8.0,4.0,2880.0,8,No,1962,6 days,Fourplex,Contemporary,SAN JOSE,6.0
2974 Neal Ave,CA,San-Jose,95128,1599000.0,3.0,2.0,1591.0,6,Yes,1956,20 days,Single Family Home,"Cottage, Farm House, Flat",SAN JOSE,20.0
2254 Richland Ave,CA,San-Jose,95125,1348000.0,2.0,2.0,1437.0,7,Yes,1940,5 days,Single Family Home,Contemporary,SAN JOSE,5.0
6816 Avenida Rotella,CA,San-Jose,95139,1100000.0,3.0,2.0,1184.0,8,Yes,1970,12 days,Single Family Residential,Contemporary,San Jose,12.0
2116 Cully Pl,CA,San-Jose,95124,3260000.0,4.0,4.5,3400.0,9,Yes,2023,11 days,Single Family Home,Craftsman,SAN JOSE,11.0
3170 Williamsburg Dr,CA,San-Jose,95117,1650000.0,8.0,4.0,2880.0,8,No,1962,7 days,Fourplex,Contemporary,SAN JOSE,7.0
2324 Glendenning Ave,CA,San-Jose,95050,1399000.0,3.0,2.0,1080.0,8,Yes,1954,5 days,Single Family Home,Contemporary,SANTA CLARA,5.0
7225 Sleepy Creek Dr,CA,San-Jose,95120,1250000.0,3.0,2.5,1470.0,7,Yes,1985,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
5010 Narvaez Ave,CA,San-Jose,95136,1895000.0,4.0,3.0,2515.0,6,Yes,2002,21 days,Single Family Home,Mediterranean,SAN JOSE,21.0
1407 San Tomas Aquino Pkwy,CA,San-Jose,95130,1848000.0,8.0,5.0,2764.0,7,No,1960,10 days,Fourplex,Contemporary,SAN JOSE,10.0
5718 Pontiac Dr,CA,San-Jose,95123,1229888.0,3.0,1.5,1037.0,8,Yes,1962,5 days,Single Family Home,Contemporary,SAN JOSE,5.0
12155 Mount Hamilton Rd,CA,San-Jose,95140,3899000.0,5.0,3.5,3782.0,5,Yes,1951,5 days,Single Family Home,Mediterranean,SAN JOSE,5.0
3362 Mount Logan Dr,CA,San-Jose,95127,908888.0,3.0,2.0,1198.0,6,Yes,1960,19 days,Single Family Home,Contemporary,SAN JOSE,19.0
6754 Gentry Oaks Pl,CA,San-Jose,95138,1699000.0,4.0,2.5,2060.0,6,Yes,1997,5 days,Single Family Home,Contemporary,SAN JOSE,5.0
5527 Sean Cir #69,CA,San-Jose,95123,599000.0,2.0,1.0,997.0,8,No,1979,5 days,Condo,Contemporary,SAN JOSE,5.0
1425 Taper Ct,CA,San-Jose,95122,988888.0,4.0,2.0,1329.0,6,Yes,1974,15 days,Single Family Home,"Ranch, Other (See Remarks)",SAN JOSE,15.0
356 santana row Row #315,CA,San-Jose,95128,2450000.0,3.0,2.5,2166.0,6,Yes,2003,8 days,Condo,Contemporary,SAN JOSE,8.0
1484 Keoncrest Ave,CA,San-Jose,95110,839999.0,3.0,1.5,1148.0,6,Yes,1953,3 days,Single Family Home,Contemporary,SAN JOSE,3.0
1853 Almaden Rd #414,CA,San-Jose,95125,591800.0,1.0,1.0,646.0,7,Yes,2023,6 days,Condo,Contemporary,SAN JOSE,6.0
480 S Genevieve Ln,CA,San-Jose,95128,1498000.0,3.0,1.5,1640.0,6,Yes,1951,11 days,Single Family Home,"Ranch, Traditional",SAN JOSE,11.0
1321 Fruitdale Ave,CA,San-Jose,95126,898000.0,3.0,2.5,1291.0,7,Yes,1980,12 days,Condo,Contemporary,SAN JOSE,12.0
1445 Fruitdale Ave #215,CA,San-Jose,95128,748800.0,2.0,2.0,1216.0,6,Yes,2009,3 days,Condo,Contemporary,SAN JOSE,3.0
870 Cinnabar St,CA,San-Jose,95126,749000.0,2.0,1.0,720.0,6,Yes,1900,20 days,Single Family Home,Bungalow,SAN JOSE,20.0
2233 Montezuma Dr,CA,San-Jose,95130,1968000.0,4.0,3.0,1911.0,8,Yes,1961,8 days,Single Family Home,Contemporary,SAN JOSE,8.0
5601 Drysdale Dr,CA,San-Jose,95124,1888000.0,4.0,2.0,1410.0,8,Yes,1960,21 days,Single Family Home,Contemporary,SAN JOSE,21.0
2963 Valley Of Hearts Delight Pl,CA,San-Jose,95136,1488888.0,4.0,4.0,2149.0,4,Yes,2019,6 days,Single Family Home,Contemporary,SAN JOSE,6.0
1448 Branham Ln,CA,San-Jose,95118,1299000.0,3.0,2.0,1232.0,6,Yes,1963,4 days,Single Family Home,Ranch,SAN JOSE,4.0
3365 Pearltone Dr,CA,San-Jose,95117,2199000.0,4.0,2.5,2317.0,7,Yes,1965,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
5486 Spinnaker Walkway #2,CA,San-Jose,95123,534000.0,2.0,1.0,903.0,6,Yes,1969,18 days,Condo,Contemporary,SAN JOSE,18.0
88 E San Fernando St #1702,CA,San-Jose,95113,999000.0,2.0,2.0,1224.0,6,Yes,2008,17 days,Condo,Contemporary,SAN JOSE,17.0
352 Grandpark Cir,CA,San-Jose,95136,1198000.0,3.0,2.0,1303.0,4,Yes,1972,3 days,Single Family Home,Contemporary,SAN JOSE,3.0
4993 Grimsby Dr,CA,San-Jose,95130,2248000.0,4.0,2.5,1955.0,7,Yes,1965,13 days,Single Family Home,Contemporary,SAN JOSE,13.0
254 Agustin Narvaez St #3,CA,San-Jose,95136,1398000.0,4.0,3.5,2002.0,4,Yes,2020,12 days,Condo,Contemporary,SAN JOSE,12.0
2586 Cottle Ave,CA,San-Jose,95125,2599000.0,3.0,3.0,2457.0,7,Yes,1951,5 days,Single Family Home,Contemporary,SAN JOSE,5.0
1317 Weaver Dr,CA,San-Jose,95125,2599000.0,4.0,2.0,2884.0,7,Yes,1951,4 days,Single Family Home,Contemporary,SAN JOSE,4.0
3190 Dorcich St,CA,San-Jose,95050,3650000.0,5.0,4.0,2774.0,6,Yes,2023,8 days,Single Family Home,Contemporary,SANTA CLARA,8.0
10080 Judy Ave,CA,San-Jose,95014,4850000.0,5.0,4.5,3779.0,9,Yes,2023,14 days,Single Family Home,Contemporary,CUPERTINO,14.0
165 Blossom Hill Rd #22,CA,San-Jose,95123,428888.0,3.0,2.0,1344.0,6,No,1998,13 days,Double-Wide Mobile Home,Contemporary,SAN JOSE,13.0
1940 Luby Dr,CA,San-Jose,95133,1275000.0,4.0,2.5,1681.0,7,Yes,1979,12 days,Single Family Home,Contemporary,SAN JOSE,12.0
1055 N Capitol Ave #52,CA,San-Jose,95133,636000.0,2.0,2.0,832.0,7,No,1981,16 days,Condo,Contemporary,SAN JOSE,16.0
2197 Summerton Dr,CA,San-Jose,95122,599000.0,2.0,2.5,1052.0,6,No,1985,20 days,Condo,Contemporary,SAN JOSE,20.0
3205 Napa Ct,CA,San-Jose,95148,1350000.0,4.0,2.0,1200.0,9,Yes,1971,18 days,Single Family Home,Contemporary,SAN JOSE,18.0
5556 Cribari Cir,CA,San-Jose,95135,499000.0,1.0,1.0,947.0,9,No,1968,1 day,Condo,Contemporary,SAN JOSE,1.0
3338 Kimber Ct #7,CA,San-Jose,95124,639000.0,2.0,1.0,886.0,9,Yes,1977,14 days,Condo,Contemporary,SAN JOSE,14.0
11428 Garden Terrace Dr,CA,San-Jose,95014,1888000.0,4.0,2.5,1852.0,8,Yes,1981,13 days,Townhouse,Contemporary,CUPERTINO,13.0
4271 N First St #117,CA,San-Jose,95134,285000.0,2.0,2.0,1245.0,8,No,1980,3 days,Double-Wide Mobile Home,Contemporary,SAN JOSE,3.0
7244 Wild Creek Dr,CA,San-Jose,95120,1300000.0,3.0,2.5,1470.0,7,Yes,1985,20 days,Single Family Home,Traditional,SAN JOSE,20.0
541 Yurok Cir,CA,San-Jose,95123,1258000.0,4.0,2.0,1345.0,8,Yes,1966,5 days,Single Family Home,Ranch,SAN JOSE,5.0
3168 Matzley Ct,CA,San-Jose,95124,1475000.0,3.0,2.0,1248.0,9,Yes,1960,20 days,Single Family Home,Ranch,SAN JOSE,20.0
330 Crestview Dr,CA,San-Jose,95050,2388800.0,4.0,3.5,2330.0,8,Yes,1956,10 days,Single Family Home,Custom,SANTA CLARA,10.0
